source_id,name,country,country_code,state_province,state_code,city,description,spot_types,category_raw,subcategory_raw,travel_info,latitude,longitude,altitude,display_order,unesco,best_season,image_folder,image_1,image_2,image_3
EG-GIZA-GOVERNORATE-001,Great Pyramids of Giza & Sphinx,Egypt,EG,Giza Governorate,,Giza,Iconic ancient complex holding the Great Pyramid of Khufu and Great Sphinx.,Historical spots,Archaeological Site,"Ancient History, Wonders",Drivable,29.979,31.134,73,0,Yes,Oct–Apr,images/EG-GIZA-GOVERNORATE-001,,,
EG-LUXOR-GOVERNORATE-001,Karnak Temple Complex,Egypt,EG,Luxor Governorate,,Luxor,Massive open-air temple complex dedicated to the Theban Triad.,Historical spots,Archaeological Site,"Temples, Statues, Monuments",Drivable,25.719,32.657,76,0,Yes,Oct–Apr,images/EG-LUXOR-GOVERNORATE-001,,,
EG-LUXOR-GOVERNORATE-002,Valley of the Kings,Egypt,EG,Luxor Governorate,,Luxor,Ancient burial ground containing rock-cut tombs of New Kingdom Pharaohs.,Historical spots,Archaeological Site,"Royal Tombs, History, Tutankhamun",Drivable,25.74,32.601,140,0,Yes,Oct–Apr,images/EG-LUXOR-GOVERNORATE-002,,,
EG-LUXOR-GOVERNORATE-003,Luxor Temple,Egypt,EG,Luxor Governorate,,Luxor,Large ancient Egyptian temple complex located on the east bank of the Nile.,Religious/spiritual spots|Historical spots,Archaeological Site,"Ancient Temple, Pylons, Statues",Walkable,25.7,32.639,76,0,Yes,Oct–Apr,images/EG-LUXOR-GOVERNORATE-003,,,
EG-ASWAN-GOVERNORATE-001,Abu Simbel Temples,Egypt,EG,Aswan Governorate,,Abu Simbel,Colossal twin rock-cut temples carved out of the mountain side under Ramesses II.,Historical spots|Natural spots,Archaeological Site,"Rock Temples, Ramesses II",Drivable,22.337,31.626,182,0,Yes,Oct–Apr,images/EG-ASWAN-GOVERNORATE-001,,,
EG-ASWAN-GOVERNORATE-002,Philae Temple Complex,Egypt,EG,Aswan Governorate,,Aswan,"Island temple complex dedicated to the goddess Isis, relocated from floodwaters.",Beach spots|Religious/spiritual spots|Historical spots,Archaeological Site,"Isis Temple, Island, History",Walkable,24.026,32.884,95,0,Yes,Oct–Apr,images/EG-ASWAN-GOVERNORATE-002,,,
EG-RED-SEA-GOVERNORATE-001,Giftun Islands & Red Sea Reefs,Egypt,EG,Red Sea Governorate,,Hurghada,Renowned Red Sea marine reserve famous for coral reefs and scuba diving.,Natural spots,Marine Park,"Diving, Coral Reefs, Beaches",Drivable,27.23,33.81,2,0,No,Oct–May,images/EG-RED-SEA-GOVERNORATE-001,,,
EG-SOUTH-SINAI-GOVERNORATE-001,Ras Muhammad National Park,Egypt,EG,South Sinai Governorate,,Sharm El-Sheikh,Protected peninsula at the southern tip of Sinai known for rich marine biodiversity.,Natural spots,Marine Park,"Snorkeling, Diving, Corals",Drivable,27.73,34.25,10,0,No,Oct–Apr,images/EG-SOUTH-SINAI-GOVERNORATE-001,,,
EG-SOUTH-SINAI-GOVERNORATE-002,Mount Sinai & St. Catherine's Monastery,Egypt,EG,South Sinai Governorate,,Saint Catherine,Sacred mountain peak and one of the world's oldest working Christian monasteries.,Religious/spiritual spots|Adventure spots|Natural spots,Monastery / Mountain,"Religious, History, Trekking",Drivable,28.539,33.975,1586,0,Yes,Oct–Apr,images/EG-SOUTH-SINAI-GOVERNORATE-002,,,
EG-CAIRO-GOVERNORATE-001,Khan el-Khalili Bazaar,Egypt,EG,Cairo Governorate,,Cairo,"Famous historic souk in Islamic Cairo brimming with spices, lamps, and crafts.",Cultural spots,Bazaar / Market,"Culture, Souvenirs, Islamic Cairo",Walkable,30.048,31.262,23,0,Yes,Year-round,images/EG-CAIRO-GOVERNORATE-001,,,
EG-NEW-VALLEY-GOVERNORATE-001,White Desert National Park,Egypt,EG,New Valley Governorate,,Farafra,Surreal desert landscape featuring chalk rock formations carved by wind.,Natural spots,National Park,"Desert, Chalk Formations, Nature",Drivable,27.06,27.97,120,0,No,Oct–Mar,images/EG-NEW-VALLEY-GOVERNORATE-001,,,
EG-MATROUH-GOVERNORATE-001,Siwa Oasis & Temple of the Oracle,Egypt,EG,Matrouh Governorate,,Siwa Oasis,"Isolated desert oasis rich in Berber culture, olive groves, and ancient ruins.",Natural spots,Oasis,"Desert, Salt Lakes, History",Drivable,29.203,25.52,-19,0,No,Oct–Apr,images/EG-MATROUH-GOVERNORATE-001,,,
SV-SANTA-ANA-001,Tazumal Archaeological Site,El Salvador,SV,Santa Ana,,Chalchuapa,Most significant and best-preserved Maya ruin site in El Salvador.,Historical spots,Archaeological Site,"Mayan Ruins, Pyramids",Drivable,13.979,-89.674,700,0,No,Nov–Apr,images/SV-SANTA-ANA-001,,,
SV-AHUACHAPAN-001,Ruta de las Flores,El Salvador,SV,Ahuachapán,,Ataco / Juayúa,"Picturesque mountain route known for colorful towns, coffee farms, and food festivals.",Adventure spots,Scenic Route,"Coffee Plantations, Towns, Food",Drivable,13.869,-89.848,1200,0,No,Nov–Apr,images/SV-AHUACHAPAN-001,,,
SV-SANTA-ANA-002,Santa Ana Volcano (Ilamatepec),El Salvador,SV,Santa Ana,,Santa Ana,Highest volcano in El Salvador offering treks to a vivid turquoise crater lake.,Adventure spots|Natural spots,Volcano,"Hiking, Crater Lake, Views",Drivable,13.853,-89.631,2381,0,No,Nov–Apr,images/SV-SANTA-ANA-002,,,
SV-LA-LIBERTAD-001,El Tunco & El Zonte Beaches,El Salvador,SV,La Libertad,,El Tunco,World-renowned Pacific coast surf village with black sand beaches.,Beach spots,Beach / Surfing,"Surfing, Nightlife, Sunset",Drivable,13.493,-89.381,5,0,No,Nov–Apr,images/SV-LA-LIBERTAD-001,,,
SV-SAN-SALVADOR-001,Historic Center of San Salvador,El Salvador,SV,San Salvador,,San Salvador,Revitalized city core featuring the Metropolitan Cathedral and National Palace.,Historical spots|Cultural spots,Historic Center,"Cathedral, Plaza, Architecture",Drivable,13.699,-89.191,658,0,No,Nov–Apr,images/SV-SAN-SALVADOR-001,,,
SV-LA-LIBERTAD-002,Joya de Cerén Archaeological Site,El Salvador,SV,La Libertad,,Joya de Cerén,"Pre-Hispanic farming village buried in volcanic ash, known as the Pompeii of the Americas.",Historical spots|Cultural spots,Archaeological Site,"Mayan Village, History",Drivable,13.827,-89.369,450,0,Yes,Nov–Apr,images/SV-LA-LIBERTAD-002,,,
SV-USULUTAN-001,Jiquilisco Bay Biosphere Reserve,El Salvador,SV,Usulután,,Jiquilisco,Vast coastal estuary protecting sea turtle nesting grounds and mangrove forests.,Beach spots,Biosphere Reserve,"Mangroves, Sea Turtles, Kayaking",Drivable,13.2,-88.583,2,0,No,Nov–Apr,images/SV-USULUTAN-001,,,
GQ-BIOKO-NORTE-001,Malabo National Park & Cathedral,Equatorial Guinea,GQ,Bioko Norte,,Malabo,"Capital city park featuring walking paths, artwork, and colonial Santa Isabel Cathedral.",Beach spots|Cultural spots|Natural spots,National Park / City,"Architecture, Coastal, Culture",Drivable,3.75,8.783,10,0,No,Dec–Feb,images/GQ-BIOKO-NORTE-001,,,
GQ-BIOKO-SUR-001,Ureca Waterfalls & Turtle Beach,Equatorial Guinea,GQ,Bioko Sur,,Luba,Wet coastal region famous for pristine waterfalls and marine turtle nesting sites.,Beach spots|Natural spots,Nature / Beach,"Waterfalls, Sea Turtles, Rainforest",Drivable,3.425,8.575,50,0,No,Nov–Feb,images/GQ-BIOKO-SUR-001,,,
GQ-CENTRO-SUR-001,Monte Alén National Park,Equatorial Guinea,GQ,Centro Sur,,Evinayong,"Dense tropical rainforest sanctuary home to goliath frogs, gorillas, and elephants.",Wildlife spots|Natural spots,National Park,"Rainforest, Wildlife, Gorillas",Drivable,1.433,10.333,1100,0,No,Dec–Feb,images/GQ-CENTRO-SUR-001,,,
ER-MAEKEL-001,Asmara Art Deco Architecture,Eritrea,ER,Maekel,,Asmara,Capital city recognized for exceptional Italian modernist and Art Deco architecture.,Historical spots|Cultural spots,Historic City,"Art Deco, Colonial, Modernist",Drivable,15.323,38.925,2325,0,Yes,Oct–Apr,images/ER-MAEKEL-001,,,
ER-NORTHERN-RED-SEA-001,Massawa Old Town & Red Sea Coast,Eritrea,ER,Northern Red Sea,,Massawa,Historic port city featuring Ottoman-style coral-stone buildings and island harbors.,Beach spots|Historical spots|Cultural spots,Historic Port,"Ottoman Architecture, Sea",Drivable,15.608,39.463,2,0,No,Oct–Mar,images/ER-NORTHERN-RED-SEA-001,,,
ER-NORTHERN-RED-SEA-002,Dahlak Marine National Park,Eritrea,ER,Northern Red Sea,,Dahlak Archipelago,Unspoiled Red Sea island chain celebrated for crystal waters and rich marine life.,Beach spots,Archipelago,"Diving, Uninhabited Islands, Corals",Drivable,15.833,40,0,0,No,Nov–Mar,images/ER-NORTHERN-RED-SEA-002,,,
ER-DEBUB-001,Qohaito Archaeological Site,Eritrea,ER,Debub,,Senafe,High-altitude ancient city ruins with pre-Axumite structures and rock art.,Historical spots,Archaeological Site,"Ancient Ruins, Axumite",Drivable,14.883,39.4,2600,0,No,Oct–Apr,images/ER-DEBUB-001,,,
EE-HARJU-COUNTY-001,Tallinn Old Town (Toompea),Estonia,EE,Harju County,,Tallinn,Exceptionally preserved 13th-century Hanseatic walled city with cobblestone streets.,Historical spots,Medieval Town,"Cobblestone, Towers, History",Drivable,59.437,24.754,30,0,Yes,May–Sep,images/EE-HARJU-COUNTY-001,,,
EE-LAANE-VIRU-COUNTY-001,Lahemaa National Park,Estonia,EE,Laane-Viru County,,Palmse,"Estonia's oldest national park featuring coastal ecosystems, pine forests, and peat bogs.",Natural spots,National Park,"Bogs, Manor Houses, Coast",Drivable,59.567,25.8,20,0,No,May–Sep,images/EE-LAANE-VIRU-COUNTY-001,,,
EE-TARTU-COUNTY-001,Tartu Old Town & University,Estonia,EE,Tartu County,,Tartu,Estonia's intellectual heart known for neo-classical university buildings and river parks.,Historical spots,Historic Town,"Culture, University, Museums",Drivable,58.38,26.723,57,0,No,May–Sep,images/EE-TARTU-COUNTY-001,,,
EE-SAARE-COUNTY-001,Kuressaare Episcopal Castle & Saaremaa,Estonia,EE,Saare County,,Kuressaare,Best-preserved medieval bishop's fortress in the Baltics set on Saaremaa Island.,Beach spots|Historical spots|Natural spots,Castle / Island,"Fortress, Nature, Baltic Coast",Flight Required,58.248,22.479,5,0,No,May–Sep,images/EE-SAARE-COUNTY-001,,,
EE-PARNU-COUNTY-001,Pärnu Beach & Resort,Estonia,EE,Pärnu County,,Pärnu,Estonia's summer capital famed for white sandy Baltic beaches and historic wooden villas.,Beach spots,Beach Resort,"Sandy Beaches, Spas, Promenade",Drivable,58.385,24.497,3,0,No,Jun–Aug,images/EE-PARNU-COUNTY-001,,,
EE-HARJU-COUNTY-002,Keila Waterfall,Estonia,EE,Harju County,,Keila-Joa,Scenic 6-meter-high cascading waterfall set in a lush manor park near Tallinn.,Natural spots,Waterfall,"Nature, Park, Manor",Drivable,59.397,24.298,15,0,No,Apr–Oct,images/EE-HARJU-COUNTY-002,,,
SZ-HHOHHO-001,Ezulwini Valley (Valley of Heavens),Eswatini,SZ,Hhohho,,Lobamba,"Cultural heartland of Eswatini containing royal palaces, craft markets, and sanctuaries.",Wildlife spots|Natural spots,Valley / Culture,"Culture, Wildlife, Crafts",Drivable,-26.417,31.183,700,0,No,May–Sep,images/SZ-HHOHHO-001,,,
SZ-LUBOMBO-001,Hlane Royal National Park,Eswatini,SZ,Lubombo,,Simunye,"Eswatini's largest protected area, famous for white rhinos, lions, and elephants.",Natural spots,National Park,"Safari, Rhinos, Lions",Drivable,-26.267,31.883,300,0,No,May–Sep,images/SZ-LUBOMBO-001,,,
SZ-MANZINI-001,Mlilwane Wildlife Sanctuary,Eswatini,SZ,Manzini,,Malkerns,Pioneer conservation area offering guided walking safaris and mountain biking.,Wildlife spots|Religious/spiritual spots,Wildlife Sanctuary,"Hiking, Cycling, Zebras",Drivable,-26.483,31.183,720,0,No,May–Sep,images/SZ-MANZINI-001,,,
SZ-HHOHHO-002,Phophonyane Falls Nature Reserve,Eswatini,SZ,Hhohho,,Piggs Peak,Lush forested reserve centered around cascading waterfalls and rich birdlife.,Natural spots,Nature Reserve,"Waterfalls, Trails, Birding",Drivable,-25.9,31.25,850,0,No,May–Sep,images/SZ-HHOHHO-002,,,
ET-AMHARA-REGION-001,Rock-Hewn Churches of Lalibela,Ethiopia,ET,Amhara Region,,Lalibela,11 medieval monolithic cave churches hand-hewn directly out of solid volcanic rock.,Religious/spiritual spots|Historical spots,Archaeological Site,"Monolithic Churches, Religious",Drivable,12.032,39.041,2500,0,Yes,Oct–Mar,images/ET-AMHARA-REGION-001,,,
ET-AMHARA-REGION-002,Fasil Ghebbi (Royal Enclosure),Ethiopia,ET,Amhara Region,,Gondar,Fortified castle complex served as the residence of 17th-century Ethiopian emperors.,Historical spots,Fortress,"Castles, History, Emperors",Drivable,12.608,37.468,2133,0,Yes,Oct–Mar,images/ET-AMHARA-REGION-002,,,
ET-AMHARA-REGION-003,Simien Mountains National Park,Ethiopia,ET,Amhara Region,,Debark,Dramatic jagged mountain plateau famous for Ras Dashen and endemic Gelada baboons.,Adventure spots|Natural spots,National Park,"Trekking, Gelada Baboons, Peaks",Drivable,13.25,38,3300,0,Yes,Oct–Mar,images/ET-AMHARA-REGION-003,,,
ET-TIGRAY-REGION-001,Obelisk of Axum & St. Mary of Zion,Ethiopia,ET,Tigray Region,,Axum,Ancient capital of the Aksumite Kingdom featuring monolithic granite obelisks.,Historical spots,Archaeological Site,"Stelae, History, Ancient Empire",Drivable,14.131,38.719,2130,0,Yes,Oct–Mar,images/ET-TIGRAY-REGION-001,,,
ET-AFAR-REGION-001,Dallol & Erta Ale Volcano,Ethiopia,ET,Afar Region,,Danakil Depression,"One of the lowest, hottest, and most otherworldly geothermal volcanic landscapes on Earth.",Adventure spots,Geothermal Field,"Active Volcano, Lava Lakes, Salt",Drivable,14.242,40.3,-125,0,No,Nov–Feb,images/ET-AFAR-REGION-001,,,
ET-HARARI-REGION-001,Harar Jugol (Fortified Historic Town),Ethiopia,ET,Harari Region,,Harar,"Sacred walled city with 82 mosques, colorful alleyways, and nocturnal hyena feeding.",Historical spots,Historic Town,"Islamic Heritage, Hyenas, Walls",Drivable,9.31,42.12,1885,0,Yes,Oct–Mar,images/ET-HARARI-REGION-001,,,
ET-SNNPR-001,Omo Valley,Ethiopia,ET,SNNPR,,Jinka,Culturally unique valley home to distinct indigenous groups including the Mursi and Hamer.,Cultural spots,Cultural Region,"Indigenous Tribes, Traditions",Drivable,5.65,36.567,1000,0,Yes,Jun–Oct,images/ET-SNNPR-001,,,
ET-OROMIA-REGION-001,Bale Mountains National Park,Ethiopia,ET,Oromia Region,,Batu,High-altitude alpine plateau providing sanctuary for the endangered Ethiopian wolf.,Adventure spots|Natural spots,National Park,"Ethiopian Wolves, Trekking",Drivable,6.883,39.733,3000,0,Yes,Oct–Mar,images/ET-OROMIA-REGION-001,,,
