source_id,name,country,country_code,state_province,state_code,city,description,spot_types,category_raw,subcategory_raw,travel_info,latitude,longitude,altitude,display_order,unesco,best_season,image_folder,image_1,image_2,image_3
AL-BERAT-COUNTY-001,Berat Old Town (Mangalem & Gorica),Albania,AL,Berat County,,Berat,"Known as the “City of a Thousand Windows,” Berat is famous for Ottoman-era houses, stone streets, and hillside neighbourhoods. The town reflects centuries of coexistence between different cultures and religions.",Historical spots|Cultural spots,Historic Town,"Architecture, Culture",Drivable,40.706,19.952,58,0,Yes,Apr–Oct,images/AL-BERAT-COUNTY-001,,,
AL-BERAT-COUNTY-002,Berat Castle (Kalaja e Beratit),Albania,AL,Berat County,,Berat,"This ancient hilltop fortress dates back to antiquity and contains churches, historic houses, and viewpoints overlooking the Osum River valley. It remains one of Albania’s best-preserved castles.",Historical spots,Monument,Fortress,Drivable,40.706,19.944,214,0,Yes,Apr–Oct,images/AL-BERAT-COUNTY-002,,,
AL-GJIROKASTER-COUNTY-001,Gjirokastër Old Town,Albania,AL,Gjirokastër County,,Gjirokastër,"Gjirokastër is a UNESCO-listed stone city known for its Ottoman houses, cobbled streets, and dramatic mountain setting. It is one of Albania’s most atmospheric heritage destinations.",Historical spots|Cultural spots,Historic Town,Ottoman Architecture,Drivable,40.076,20.139,300,0,Yes,Apr–Oct,images/AL-GJIROKASTER-COUNTY-001,,,
AL-GJIROKASTER-COUNTY-002,Gjirokastër Castle,Albania,AL,Gjirokastër County,,Gjirokastër,"One of the largest castles in the Balkans, this fortress offers panoramic views over the Drino Valley. It contains museums, old military structures, and cultural exhibits.",Historical spots,Monument,Fortress,Drivable,40.073,20.14,366,0,Yes,Apr–Oct,images/AL-GJIROKASTER-COUNTY-002,,,
AL-VLORE-COUNTY-001,Ksamil Islands,Albania,AL,Vlorë County,,Sarandë,"Ksamil is famous for turquoise waters, small islands, white beaches, and Mediterranean scenery. It is considered one of Albania’s most beautiful coastal destinations.",Beach spots,Beach,"Island, Sea",Flight Required,39.767,20.017,5,0,No,Jun–Sep,images/AL-VLORE-COUNTY-001,,,
AL-VLORE-COUNTY-002,Blue Eye (Syri i Kaltër),Albania,AL,Vlorë County,,Sarandë,The Blue Eye is a deep natural spring with incredibly clear blue water surrounded by lush vegetation. Its unusual colour and mysterious depth make it one of Albania’s most visited natural attractions.,Natural spots,Natural Wonder,"Spring, Forest",Drivable,39.918,20.069,152,0,No,May–Oct,images/AL-VLORE-COUNTY-002,,,
AL-VLORE-COUNTY-003,Albanian Riviera,Albania,AL,Vlorë County,,Vlorë,"The Albanian Riviera stretches along the Ionian Sea with dramatic mountains, hidden beaches, and charming coastal villages. Popular stops include Himarë, Dhërmi, and Borsh.",Beach spots|Adventure spots|Natural spots,Coast,"Beach, Scenic Drive",Drivable,40.15,19.75,450,0,No,May–Oct,images/AL-VLORE-COUNTY-003,,,
AL-SHKODER-COUNTY-001,Lake Shkodër,Albania,AL,Shkodër County,,Shkodër,"Lake Shkodër is the largest lake in Southern Europe and is surrounded by mountains, wetlands, and fishing villages. It is ideal for boating, birdwatching, and nature exploration.",Wildlife spots|Natural spots,Lake,"Nature, Wildlife",Drivable,42.188,19.373,4,0,No,Apr–Oct,images/AL-SHKODER-COUNTY-001,,,
AL-SHKODER-COUNTY-002,Rozafa Castle,Albania,AL,Shkodër County,,Shkodër,Rozafa Castle sits on a rocky hill overlooking Shkodër and the meeting point of three rivers. The fortress offers spectacular views and carries centuries of legends and history.,Historical spots,Monument,Fortress,Drivable,42.047,19.494,84,0,No,Mar–Oct,images/AL-SHKODER-COUNTY-002,,,
AL-KUKES-COUNTY-001,Valbona Valley National Park,Albania,AL,Kukës County,,Kukës,"Located in the Albanian Alps, Valbona Valley features dramatic peaks, forests, rivers, and hiking trails. It is one of the country's top destinations for mountain adventures.",Natural spots,National Park,"Mountains, Forest",Drivable,42.449,19.92,1668,0,No,Jun–Sep,images/AL-KUKES-COUNTY-001,,,
AL-SHKODER-COUNTY-003,Theth National Park,Albania,AL,Shkodër County,,Theth,"Theth is a remote alpine village surrounded by rugged peaks and traditional stone houses. Highlights include hiking trails, waterfalls, and the famous Blue Eye of Theth.",Natural spots,National Park,"Mountains, Waterfalls",Drivable,42.395,19.774,750,0,No,Jun–Sep,images/AL-SHKODER-COUNTY-003,,,
AL-KORCE-COUNTY-001,Dardha Village,Albania,AL,Korçë County,,Korçë,"Dardha is a scenic mountain village known for forests, traditional architecture, and winter activities. It is a popular getaway for nature lovers.",Adventure spots|Cultural spots|Natural spots,Mountain,"Village, Ski Area",Drivable,40.516,20.683,1340,0,No,Dec–Mar / Jun–Sep,images/AL-KORCE-COUNTY-001,,,
AL-KORCE-COUNTY-002,Lake Ohrid,Albania,AL,Korçë County,,Pogradec,"Lake Ohrid is one of Europe’s oldest and deepest lakes, shared with North Macedonia. Its clear waters, biodiversity, and lakeside towns make it a major attraction.",Natural spots,Lake,"UNESCO, Nature",Drivable,40.967,20.643,696,0,Yes,May–Sep,images/AL-KORCE-COUNTY-002,,,
AL-DURRES-COUNTY-001,Durrës Amphitheatre,Albania,AL,Durrës County,,Durrës,"Built during the Roman period, the Durrës Amphitheatre is one of the largest ancient arenas in the Balkans. It provides insight into Albania’s Roman heritage.",Historical spots,Monument,Roman Ruins,Drivable,41.312,19.445,17,0,No,Apr–Oct,images/AL-DURRES-COUNTY-001,,,
AL-TIRANA-COUNTY-001,Dajti Mountain National Park,Albania,AL,Tirana County,,Tirana,"Dajti Mountain rises above Tirana and offers forests, cable car rides, hiking trails, and panoramic city views. It is the capital’s most popular natural escape.",Adventure spots|Natural spots,Mountain,"Forest, Adventure",Drivable,41.384,19.947,431,0,No,Apr–Oct,images/AL-TIRANA-COUNTY-001,,,
AL-TIRANA-COUNTY-002,Skanderbeg Square,Albania,AL,Tirana County,,Tirana,"The central square of Tirana is surrounded by important landmarks including museums, government buildings, and cultural sites. It represents Albania’s national identity and history.",Historical spots|Cultural spots,Monument,City Landmark,Drivable,41.328,19.818,109,0,No,Year-round,images/AL-TIRANA-COUNTY-002,,,
DZ-ALGIERS-PROVINCE-001,Casbah of Algiers,Algeria,DZ,Algiers Province,,Algiers,"The Casbah is a historic Mediterranean hillside district with narrow streets, Ottoman-era houses, mosques, and traditional markets. It represents centuries of Algerian and Ottoman heritage.",Historical spots|Cultural spots,Historic Site,"Old City, Architecture",Drivable,36.784,3.058,88,0,Yes,"Mar–May, Sep–Nov",images/DZ-ALGIERS-PROVINCE-001,,,
DZ-ALGIERS-PROVINCE-002,Notre Dame d'Afrique,Algeria,DZ,Algiers Province,,Algiers,"This 19th-century basilica overlooks the Mediterranean Sea from a hilltop location. It is admired for its architecture, religious significance, and panoramic views of Algiers.",Religious/spiritual spots|Historical spots,Monument,"Basilica, Religious Site",Drivable,36.801,3.043,120,0,No,Year-round,images/DZ-ALGIERS-PROVINCE-002,,,
DZ-ALGIERS-PROVINCE-003,Jardin d'Essai du Hamma,Algeria,DZ,Algiers Province,,Algiers,"One of Africa’s finest botanical gardens, featuring rare plants, palm-lined paths, and landscaped gardens. It provides a peaceful green escape in the capital city.",Cultural spots|Natural spots,Park,Botanical Garden,Drivable,36.752,3.061,10,0,No,Mar–May,images/DZ-ALGIERS-PROVINCE-003,,,
DZ-TLEMCEN-PROVINCE-001,Tlemcen National Park,Algeria,DZ,Tlemcen Province,,Tlemcen,"This park protects forests, limestone landscapes, and mountain ecosystems near Tlemcen. Visitors enjoy hiking, caves, and scenic viewpoints.",Natural spots,National Park,"Forest, Mountain",Drivable,34.828,-1.401,1132,0,No,Apr–Oct,images/DZ-TLEMCEN-PROVINCE-001,,,
DZ-TLEMCEN-PROVINCE-002,Mansourah Ruins,Algeria,DZ,Tlemcen Province,,Tlemcen,The ruins of Mansourah include remnants of a medieval city built during the Marinid period. The famous minaret reflects the region’s Islamic architectural heritage.,Historical spots,Monument,Archaeological Site,Drivable,34.873,-1.339,813,0,No,Mar–May,images/DZ-TLEMCEN-PROVINCE-002,,,
DZ-BATNA-PROVINCE-001,Timgad Roman Ruins,Algeria,DZ,Batna Province,,Batna,"Timgad is one of the best-preserved Roman cities in North Africa. Its grid layout, theatre, temples, and arches showcase the grandeur of Roman urban planning.",Historical spots,Archaeological Site,Roman City,Drivable,35.484,6.467,1061,0,Yes,"Mar–May, Sep–Oct",images/DZ-BATNA-PROVINCE-001,,,
DZ-BATNA-PROVINCE-002,Djémila Roman Ruins,Algeria,DZ,Batna Province,,Batna,"Djémila is an ancient Roman mountain settlement known for temples, forums, basilicas, and beautifully preserved stone structures. It combines history with spectacular mountain scenery.",Historical spots|Cultural spots,Archaeological Site,Roman Architecture,Drivable,36.316,5.736,900,0,Yes,"Mar–May, Sep–Oct",images/DZ-BATNA-PROVINCE-002,,,
DZ-CONSTANTINE-PROVINCE-001,Constantine City & Bridges,Algeria,DZ,Constantine Province,,Constantine,"Known as the “City of Bridges,” Constantine sits above a dramatic canyon crossed by spectacular suspension bridges. Its location and architecture make it one of Algeria’s most scenic cities.",Adventure spots|Cultural spots,City Landmark,"Canyon, Bridges",Drivable,36.365,6.614,694,0,No,"Mar–May, Sep–Nov",images/DZ-CONSTANTINE-PROVINCE-001,,,
DZ-CONSTANTINE-PROVINCE-002,Palace of Ahmed Bey,Algeria,DZ,Constantine Province,,Constantine,"This historic palace features elaborate decorations, courtyards, and artwork reflecting Ottoman and Algerian traditions. It is one of Constantine’s major cultural attractions.",Historical spots,Monument,Palace,Walkable,36.365,6.615,694,0,No,Year-round,images/DZ-CONSTANTINE-PROVINCE-002,,,
DZ-JIJEL-PROVINCE-001,Jijel Coast,Algeria,DZ,Jijel Province,,Jijel,"Jijel is known for Mediterranean beaches, rocky cliffs, forests, and clear waters. It offers a quieter coastal experience with beautiful natural landscapes.",Beach spots,Beach,"Sea, Cliffs",Drivable,36.821,5.766,10,0,No,Jun–Sep,images/DZ-JIJEL-PROVINCE-001,,,
DZ-BEJAIA-PROVINCE-001,Gouraya National Park,Algeria,DZ,Béjaïa Province,,Béjaïa,"Gouraya National Park combines mountains, forests, beaches, and coastal cliffs. It is famous for wildlife, hiking trails, and views over the Mediterranean.",Beach spots|Natural spots,National Park,"Mountain, Forest, Sea",Drivable,36.784,5.016,277,0,No,Apr–Oct,images/DZ-BEJAIA-PROVINCE-001,,,
DZ-BEJAIA-PROVINCE-002,Cap Carbon,Algeria,DZ,Béjaïa Province,,Béjaïa,Cap Carbon features one of the world’s highest natural sea cliffs with a historic lighthouse. The site provides breathtaking views of the Mediterranean coastline.,Historical spots|Natural spots,Coast,"Cliff, Lighthouse",Drivable,36.776,5.103,0,0,No,Apr–Oct,images/DZ-BEJAIA-PROVINCE-002,,,
DZ-TAMANRASSET-PROVINCE-001,Ahaggar National Park,Algeria,DZ,Tamanrasset Province,,Tamanrasset,"The Ahaggar Mountains are a vast desert wilderness featuring volcanic peaks, ancient rock formations, and Tuareg cultural heritage. It is one of the Sahara’s most spectacular landscapes.",Natural spots,National Park,"Desert, Mountains",Drivable,23.147,5.729,2027,0,No,Oct–Apr,images/DZ-TAMANRASSET-PROVINCE-001,,,
DZ-ILLIZI-PROVINCE-001,Tassili n'Ajjer National Park,Algeria,DZ,Illizi Province,,Djanet,Tassili n’Ajjer is famous for surreal sandstone formations and thousands of prehistoric rock paintings. It is one of the world’s most important archaeological landscapes.,Cultural spots|Natural spots,National Park,"Desert, Rock Art",Drivable,25.5,8.5,1000,0,Yes,Oct–Apr,images/DZ-ILLIZI-PROVINCE-001,,,
DZ-GHARDAIA-PROVINCE-001,M'zab Valley,Algeria,DZ,Ghardaïa Province,,Ghardaïa,"The M’zab Valley is a UNESCO-listed desert region known for its unique fortified towns, traditional architecture, and preserved Berber culture.",Historical spots|Cultural spots|Natural spots,Historic Valley,"Architecture, Culture",Drivable,32.483,3.683,450,0,Yes,Oct–Apr,images/DZ-GHARDAIA-PROVINCE-001,,,
DZ-ADRAR-PROVINCE-001,Timimoun Oasis,Algeria,DZ,Adrar Province,,Timimoun,"Timimoun is a beautiful Sahara oasis famous for red clay architecture, palm groves, and traditional desert landscapes.",Natural spots,Oasis,"Desert, Culture",Drivable,29.263,0.241,288,0,No,Oct–Mar,images/DZ-ADRAR-PROVINCE-001,,,
DZ-ORAN-PROVINCE-001,Fort Santa Cruz,Algeria,DZ,Oran Province,,Oran,"Built on a hill overlooking Oran Bay, Fort Santa Cruz offers historic architecture and sweeping views of the Mediterranean coastline.",Historical spots,Monument,Fortress,Drivable,35.709,-0.665,353,0,No,Mar–Nov,images/DZ-ORAN-PROVINCE-001,,,
DZ-EL-OUED-PROVINCE-001,El Oued Sand Dunes,Algeria,DZ,El Oued Province,,El Oued,"Known as the “City of a Thousand Domes,” El Oued is surrounded by golden Sahara dunes and traditional desert architecture.",Natural spots,Desert,"Dunes, Oasis",Drivable,33.368,6.867,80,0,No,Oct–Mar,images/DZ-EL-OUED-PROVINCE-001,,,
AD-CANILLO-PARISH-001,Grandvalira Ski Resort,Andorra,AD,Canillo Parish,,Canillo,"Grandvalira is one of the largest ski areas in the Pyrenees, offering excellent slopes, snow activities, and mountain scenery. In summer, the region becomes popular for hiking and outdoor adventures.",Adventure spots|Natural spots,Mountain,"Ski Resort, Adventure",Drivable,42.533,1.733,2100,0,No,Dec–Apr,images/AD-CANILLO-PARISH-001,,,
AD-CANILLO-PARISH-002,Sanctuary of Meritxell,Andorra,AD,Canillo Parish,,Canillo,The Sanctuary of Meritxell is Andorra’s most important religious monument dedicated to its patron saint. Its modern architecture blends spiritual significance with dramatic mountain surroundings.,Religious/spiritual spots|Historical spots,Monument,Religious Site,Drivable,42.553,1.583,1280,0,No,Year-round,images/AD-CANILLO-PARISH-002,,,
AD-ENCAMP-PARISH-001,Lake Engolasters,Andorra,AD,Encamp Parish,,Encamp,Lake Engolasters is a picturesque mountain lake surrounded by forests and hiking trails. It is one of the easiest natural escapes from Andorra la Vella.,Natural spots,Lake,"Mountain Lake, Nature",Drivable,42.517,1.567,1616,0,No,May–Oct,images/AD-ENCAMP-PARISH-001,,,
AD-ENCAMP-PARISH-002,Madriu-Perafita-Claror Valley,Andorra,AD,Encamp Parish,,Encamp,"This UNESCO-listed valley preserves a unique cultural landscape shaped by centuries of farming and mountain life. It features forests, rivers, stone paths, and traditional shelters.",Natural spots,Natural Heritage,"Valley, Mountains",Drivable,42.517,1.617,2000,0,Yes,Jun–Sep,images/AD-ENCAMP-PARISH-002,,,
AD-LA-MASSANA-PARISH-001,Vallnord – Pal Arinsal,Andorra,AD,La Massana Parish,,La Massana,"Vallnord offers skiing in winter and mountain biking, hiking, and adventure sports during warmer months. The area provides spectacular views of the Pyrenees.",Adventure spots|Natural spots,Mountain,"Ski Resort, Cycling",Drivable,42.572,1.484,1471,0,No,Dec–Apr / Jun–Sep,images/AD-LA-MASSANA-PARISH-001,,,
AD-LA-MASSANA-PARISH-002,Comapedrosa Valley,Andorra,AD,La Massana Parish,,La Massana,"The Comapedrosa Valley contains Andorra’s highest peak, Comapedrosa Peak, surrounded by alpine lakes, forests, and scenic hiking routes.",Natural spots,Mountain,"Hiking, Nature Park",Drivable,42.592,1.442,2200,0,No,Jun–Sep,images/AD-LA-MASSANA-PARISH-002,,,
AD-ORDINO-PARISH-001,Ordino Village,Andorra,AD,Ordino Parish,,Ordino,"Ordino is a charming mountain village known for stone houses, traditional streets, museums, and preserved Pyrenean culture. It is considered one of Andorra’s most beautiful settlements.",Historical spots|Cultural spots,Historic Town,"Culture, Architecture",Drivable,42.556,1.533,1296,0,No,Apr–Oct,images/AD-ORDINO-PARISH-001,,,
AD-ORDINO-PARISH-002,Sorteny Valley Natural Park,Andorra,AD,Ordino Parish,,Ordino,"Sorteny Valley is famous for its rich alpine biodiversity, wildflowers, forests, and hiking trails. It is one of the best places in Andorra for nature lovers.",Natural spots,Natural Park,"Forest, Flora, Mountains",Drivable,42.633,1.533,1800,0,No,May–Oct,images/AD-ORDINO-PARISH-002,,,
AD-ESCALDES-ENGORDANY-PARIS-001,Caldea Spa,Andorra,AD,Escaldes-Engordany Parish,,Escaldes,"Caldea is a famous thermal spa complex featuring warm mineral waters, pools, and relaxation facilities. It combines wellness experiences with mountain views.",Cultural spots,Wellness Attraction,Thermal Spa,Drivable,42.508,1.533,1050,0,No,Year-round,images/AD-ESCALDES-ENGORDANY-PARIS-001,,,
AD-ANDORRA-LA-VELLA-PARISH-001,Casa de la Vall,Andorra,AD,Andorra la Vella Parish,,Andorra la Vella,Casa de la Vall is a historic parliamentary building dating from the 16th century. It represents Andorra’s political heritage and traditional architecture.,Historical spots,Monument,Historic Building,Drivable,42.507,1.521,1037,0,No,Year-round,images/AD-ANDORRA-LA-VELLA-PARISH-001,,,
AD-ANDORRA-LA-VELLA-PARISH-002,Church of Sant Esteve,Andorra,AD,Andorra la Vella Parish,,Andorra la Vella,This medieval church features Romanesque architecture and historic artwork. It is located in the old quarter of Andorra’s capital city.,Religious/spiritual spots,Religious Site,Romanesque Church,Drivable,42.508,1.521,1023,0,No,Year-round,images/AD-ANDORRA-LA-VELLA-PARISH-002,,,
AD-SANT-JULIA-DE-LORIA-PARI-001,Naturland,Andorra,AD,Sant Julià de Lòria Parish,,Sant Julià de Lòria,"Naturland is an outdoor adventure park offering hiking, nature experiences, zip lines, and mountain activities in a forest environment.",Adventure spots|Natural spots,Adventure Park,"Forest, Activities",Drivable,42.517,1.533,1600,0,No,Year-round,images/AD-SANT-JULIA-DE-LORIA-PARI-001,,,
AD-SANT-JULIA-DE-LORIA-PARI-002,Tobotronc Alpine Coaster,Andorra,AD,Sant Julià de Lòria Parish,,Sant Julià de Lòria,"Tobotronc is one of the world’s longest alpine mountain coasters, passing through forest landscapes with views of the Pyrenees.",Adventure spots|Natural spots,Adventure,Forest Ride,Drivable,42.467,1.483,1200,0,No,Year-round,images/AD-SANT-JULIA-DE-LORIA-PARI-002,,,
AO-LUANDA-PROVINCE-001,Fortaleza de São Miguel,Angola,AO,Luanda Province,,Luanda,"Built by the Portuguese in the 16th century, this historic fortress overlooks Luanda Bay. It now houses the Museum of Military History and offers excellent views of the city and coastline.",Historical spots,Monument,"Fortress, Museum",Walkable,-8.808,13.223,35,0,No,May–Oct,images/AO-LUANDA-PROVINCE-001,,,
AO-LUANDA-PROVINCE-002,Ilha do Cabo,Angola,AO,Luanda Province,,Luanda,"Ilha do Cabo is a popular coastal area near Luanda known for beaches, seafood restaurants, nightlife, and views of the Atlantic Ocean. It is one of Angola’s best-known seaside destinations.",Beach spots,Beach,"Island, Sea",Flight Required,-8.792,13.228,3,0,No,May–Oct,images/AO-LUANDA-PROVINCE-002,,,
AO-LUANDA-PROVINCE-003,Miradouro da Lua (Moon Viewpoint),Angola,AO,Luanda Province,,Luanda,Miradouro da Lua features dramatic orange cliffs shaped by wind and erosion along the Atlantic coast. Its unusual landscape resembles a lunar surface and is a favourite photography location.,Natural spots,Natural Wonder,"Cliffs, Coast",Drivable,-9.183,13.183,50,0,No,May–Oct,images/AO-LUANDA-PROVINCE-003,,,
AO-BENGO-PROVINCE-001,Kissama National Park (Quiçama),Angola,AO,Bengo Province,,Barra do Dande,"Kissama is Angola’s most famous wildlife park, located near the Atlantic coast. It protects elephants, giraffes, antelopes, and many bird species in a restored savanna ecosystem.",Wildlife spots|Natural spots,National Park,"Wildlife, Forest",Drivable,-9.417,13.25,50,0,No,Jun–Oct,images/AO-BENGO-PROVINCE-001,,,
AO-BENGO-PROVINCE-002,Muxima Sanctuary,Angola,AO,Bengo Province,,Muxima,The Muxima Sanctuary is one of Angola’s most important pilgrimage sites. The historic church and riverside setting make it a significant cultural and spiritual destination.,Religious/spiritual spots,Religious Site,"Church, Heritage",Drivable,-9.55,13.683,20,0,No,Aug–Sep,images/AO-BENGO-PROVINCE-002,,,
AO-NAMIBE-PROVINCE-001,Iona National Park,Angola,AO,Namibe Province,,Namibe,"Iona is one of Africa’s largest national parks, featuring vast desert landscapes, mountains, and unique wildlife adapted to harsh environments. It offers extraordinary adventure and safari experiences.",Wildlife spots|Natural spots,National Park,"Desert, Wildlife",Drivable,-16.667,12.667,200,0,No,May–Oct,images/AO-NAMIBE-PROVINCE-001,,,
AO-NAMIBE-PROVINCE-002,Welwitschia Mirabilis Fields,Angola,AO,Namibe Province,,Tômbwa,"These desert areas are home to the ancient Welwitschia plant, one of the world’s most unusual species. The landscape combines rugged desert scenery with rare botanical wonders.",Natural spots,Natural Wonder,Desert Flora,Drivable,-15.5,12.5,100,0,No,May–Oct,images/AO-NAMIBE-PROVINCE-002,,,
AO-NAMIBE-PROVINCE-003,Serra da Leba Pass,Angola,AO,Namibe Province,,Namibe,"Serra da Leba is one of Angola’s most spectacular mountain roads, famous for its winding curves and dramatic views across the surrounding valleys.",Adventure spots|Natural spots,Scenic Drive,Mountain Road,Drivable,-15.117,13.383,1850,0,No,May–Oct,images/AO-NAMIBE-PROVINCE-003,,,
AO-HUILA-PROVINCE-001,Tundavala Gap,Angola,AO,Huíla Province,,Lubango,"Tundavala Gap is a breathtaking canyon viewpoint located high above Lubango. It offers panoramic views over cliffs, valleys, and the vast Angolan landscape.",Adventure spots|Natural spots,Canyon,"Mountains, Viewpoint",Drivable,-14.867,13.533,2200,0,No,May–Oct,images/AO-HUILA-PROVINCE-001,,,
AO-HUILA-PROVINCE-002,Christ the King Statue,Angola,AO,Huíla Province,,Lubango,"Inspired by the famous Christ statues of the world, this monument stands above Lubango and provides impressive views of the city and surrounding mountains.",Historical spots|Natural spots,Monument,Viewpoint,Drivable,-14.917,13.533,1760,0,No,Year-round,images/AO-HUILA-PROVINCE-002,,,
AO-HUILA-PROVINCE-003,Serra da Chela Mountains,Angola,AO,Huíla Province,,Lubango,"The Serra da Chela mountain range features dramatic cliffs, plateaus, and scenic landscapes. It is one of Angola’s most beautiful highland regions.",Natural spots,Mountain,"Highlands, Nature",Drivable,-15.5,13.5,2000,0,No,May–Oct,images/AO-HUILA-PROVINCE-003,,,
AO-HUAMBO-PROVINCE-001,Bie Plateau,Angola,AO,Huambo Province,,Huambo,"The Bie Plateau is a highland region with forests, rivers, and rural landscapes. It is important for Angola’s geography and offers peaceful nature experiences.",Natural spots,Mountain,"Highlands, Nature",Drivable,-12.45,15.25,1648,0,No,May–Oct,images/AO-HUAMBO-PROVINCE-001,,,
AO-CUANDO-CUBANGO-PROVINCE-001,Luiana Partial Reserve,Angola,AO,Cuando Cubango Province,,Menongue,"Located in southeastern Angola, this reserve contains forests, rivers, and wildlife habitats connected to the Kavango-Zambezi ecosystem.",Wildlife spots|Natural spots,Wildlife Area,"Forest, Safari",Drivable,-15.667,21.667,1100,0,No,Jun–Oct,images/AO-CUANDO-CUBANGO-PROVINCE-001,,,
AO-CUANDO-CUBANGO-PROVINCE-002,Okavango River Region,Angola,AO,Cuando Cubango Province,,Dirico,The Angolan section of the Okavango River forms important wetlands and supports diverse ecosystems. It is an emerging destination for nature and wildlife tourism.,Wildlife spots|Natural spots,River,"Wetlands, Wildlife",Drivable,-17.5,21.5,1100,0,No,Jun–Oct,images/AO-CUANDO-CUBANGO-PROVINCE-002,,,
AO-ZAIRE-PROVINCE-001,Historic Centre of M'banza Kongo,Angola,AO,Zaire Province,,M'banza-Kongo,M’banza-Kongo was the capital of the historic Kingdom of Kongo and contains important archaeological and cultural remains. It represents a major part of Central African history.,Historical spots,Archaeological Site,Kingdom Heritage,Drivable,-6.267,14.233,570,0,Yes,May–Oct,images/AO-ZAIRE-PROVINCE-001,,,
AO-CABINDA-PROVINCE-001,Maiombe Forest,Angola,AO,Cabinda Province,,Cabinda,"Maiombe Forest is one of Central Africa’s important rainforest areas, featuring rich biodiversity, rivers, and rare plant and animal species.",Natural spots,Forest,Tropical Rainforest,Drivable,-5,12.5,400,0,No,May–Oct,images/AO-CABINDA-PROVINCE-001,,,
